Time of A;Time minus avg Time of A;Time of B;Time minus avg Time of B;Avg time of A & B;Payment A;Payment B;Fact.A Time of A;Fact.A Time minus avg Time of A;Fact.A Time of B;Fact.A Time minus avg Time of B;Fact.A Avg time of A & B;Fact.A Payment A;Fact.A Payment B;Fact.B Time of A;Fact.B Time minus avg Time of A;Fact.B Time of B;Fact.B Time minus avg Time of B;Fact.B Avg time of A & B;Fact.B Payment A;Fact.B Payment B
1648.0;-1083.0;7459.0;362.0;-360.5;722.5;-722.5;1648000.0;1645269.0;7459.0;362.0;822815.5;-822453.5;822453.5;1648.0;-1083.0;7459000.0;7451903.0;3725410.0;3726493.0;-3726493.0
1316.0;-1415.0;7972.0;875.0;-270.0;1145.0;-1145.0;1316000.0;1313269.0;7972.0;875.0;657072.0;-656197.0;656197.0;1316.0;-1415.0;7972000.0;7964903.0;3981744.0;3983159.0;-3983159.0
1408.0;-1323.0;7794.0;697.0;-313.0;1010.0;-1010.0;1408000.0;1405269.0;7794.0;697.0;702983.0;-702286.0;702286.0;1408.0;-1323.0;7794000.0;7786903.0;3892790.0;3894113.0;-3894113.0
2489.0;-242.0;6952.0;-145.0;-193.5;48.5;-48.5;2489000.0;2486269.0;6952.0;-145.0;1243062.0;-1243207.0;1243207.0;2489.0;-242.0;6952000.0;6944903.0;3472330.5;3472572.5;-3472572.5
1231.0;-1500.0;8181.0;1084.0;-208.0;1292.0;-1292.0;1231000.0;1228269.0;8181.0;1084.0;614676.5;-613592.5;613592.5;1231.0;-1500.0;8181000.0;8173903.0;4086201.5;4087701.5;-4087701.5
2100.0;-631.0;7148.0;51.0;-290.0;341.0;-341.0;2100000.0;2097269.0;7148.0;51.0;1048660.0;-1048609.0;1048609.0;2100.0;-631.0;7148000.0;7140903.0;3570136.0;3570767.0;-3570767.0
4106.0;1375.0;6618.0;-479.0;448.0;-927.0;927.0;4106000.0;4103269.0;6618.0;-479.0;2051395.0;-2051874.0;2051874.0;4106.0;1375.0;6618000.0;6610903.0;3306139.0;3304764.0;-3304764.0
1541.0;-1190.0;7602.0;505.0;-342.5;847.5;-847.5;1541000.0;1538269.0;7602.0;505.0;769387.0;-768882.0;768882.0;1541.0;-1190.0;7602000.0;7594903.0;3796856.5;3798046.5;-3798046.5
3159.0;428.0;6764.0;-333.0;47.5;-380.5;380.5;3159000.0;3156269.0;6764.0;-333.0;1577968.0;-1578301.0;1578301.0;3159.0;428.0;6764000.0;6756903.0;3378665.5;3378237.5;-3378237.5
5772.0;3041.0;6455.0;-642.0;1199.5;-1841.5;1841.5;5772000.0;5769269.0;6455.0;-642.0;2884313.5;-2884955.5;2884955.5;5772.0;3041.0;6455000.0;6447903.0;3225472.0;3222431.0;-3222431.0
6042.0;3311.0;6449.0;-648.0;1331.5;-1979.5;1979.5;6042000.0;6039269.0;6449.0;-648.0;3019310.5;-3019958.5;3019958.5;6042.0;3311.0;6449000.0;6441903.0;3222607.0;3219296.0;-3219296.0
3074.0;343.0;6785.0;-312.0;15.5;-327.5;327.5;3074000.0;3071269.0;6785.0;-312.0;1535478.5;-1535790.5;1535790.5;3074.0;343.0;6785000.0;6777903.0;3389123.0;3388780.0;-3388780.0
4133.0;1402.0;6614.0;-483.0;459.5;-942.5;942.5;4133000.0;4130269.0;6614.0;-483.0;2064893.0;-2065376.0;2065376.0;4133.0;1402.0;6614000.0;6606903.0;3304152.5;3302750.5;-3302750.5
2012.0;-719.0;7185.0;88.0;-315.5;403.5;-403.5;2012000.0;2009269.0;7185.0;88.0;1004678.5;-1004590.5;1004590.5;2012.0;-719.0;7185000.0;7177903.0;3588592.0;3589311.0;-3589311.0
3209.0;478.0;6755.0;-342.0;68.0;-410.0;410.0;3209000.0;3206269.0;6755.0;-342.0;1602963.5;-1603305.5;1603305.5;3209.0;478.0;6755000.0;6747903.0;3374190.5;3373712.5;-3373712.5
2973.0;242.0;6811.0;-286.0;-22.0;-264.0;264.0;2973000.0;2970269.0;6811.0;-286.0;1484991.5;-1485277.5;1485277.5;2973.0;242.0;6811000.0;6803903.0;3402072.5;3401830.5;-3401830.5
3242.0;511.0;6746.0;-351.0;80.0;-431.0;431.0;3242000.0;3239269.0;6746.0;-351.0;1619459.0;-1619810.0;1619810.0;3242.0;511.0;6746000.0;6738903.0;3369707.0;3369196.0;-3369196.0
2729.0;-2.0;6857.0;-240.0;-121.0;-119.0;119.0;2729000.0;2726269.0;6857.0;-240.0;1363014.5;-1363254.5;1363254.5;2729.0;-2.0;6857000.0;6849903.0;3424950.5;3424952.5;-3424952.5
4935.0;2204.0;6506.0;-591.0;806.5;-1397.5;1397.5;4935000.0;4932269.0;6506.0;-591.0;2465839.0;-2466430.0;2466430.0;4935.0;2204.0;6506000.0;6498903.0;3250553.5;3248349.5;-3248349.5
2069.0;-662.0;7158.0;61.0;-300.5;361.5;-361.5;2069000.0;2066269.0;7158.0;61.0;1033165.0;-1033104.0;1033104.0;2069.0;-662.0;7158000.0;7150903.0;3575120.5;3575782.5;-3575782.5
4857.0;2126.0;6519.0;-578.0;774.0;-1352.0;1352.0;4857000.0;4854269.0;6519.0;-578.0;2426845.5;-2427423.5;2427423.5;4857.0;2126.0;6519000.0;6511903.0;3257014.5;3254888.5;-3254888.5
2957.0;226.0;6817.0;-280.0;-27.0;-253.0;253.0;2957000.0;2954269.0;6817.0;-280.0;1476994.5;-1477274.5;1477274.5;2957.0;226.0;6817000.0;6809903.0;3405064.5;3404838.5;-3404838.5
1229.0;-1502.0;8190.0;1093.0;-204.5;1297.5;-1297.5;1229000.0;1226269.0;8190.0;1093.0;613681.0;-612588.0;612588.0;1229.0;-1502.0;8190000.0;8182903.0;4090700.5;4092202.5;-4092202.5
1587.0;-1144.0;7545.0;448.0;-348.0;796.0;-796.0;1587000.0;1584269.0;7545.0;448.0;792358.5;-791910.5;791910.5;1587.0;-1144.0;7545000.0;7537903.0;3768379.5;3769523.5;-3769523.5
2550.0;-181.0;6921.0;-176.0;-178.5;2.5;-2.5;2550000.0;2547269.0;6921.0;-176.0;1273546.5;-1273722.5;1273722.5;2550.0;-181.0;6921000.0;6913903.0;3456861.0;3457042.0;-3457042.0
1892.0;-839.0;7258.0;161.0;-339.0;500.0;-500.0;1892000.0;1889269.0;7258.0;161.0;944715.0;-944554.0;944554.0;1892.0;-839.0;7258000.0;7250903.0;3625032.0;3625871.0;-3625871.0
2049.0;-682.0;7165.0;68.0;-307.0;375.0;-375.0;2049000.0;2046269.0;7165.0;68.0;1023168.5;-1023100.5;1023100.5;2049.0;-682.0;7165000.0;7157903.0;3578610.5;3579292.5;-3579292.5
3727.0;996.0;6660.0;-437.0;279.5;-716.5;716.5;3727000.0;3724269.0;6660.0;-437.0;1861916.0;-1862353.0;1862353.0;3727.0;996.0;6660000.0;6652903.0;3326949.5;3325953.5;-3325953.5
2905.0;174.0;6824.0;-273.0;-49.5;-223.5;223.5;2905000.0;2902269.0;6824.0;-273.0;1450998.0;-1451271.0;1451271.0;2905.0;174.0;6824000.0;6816903.0;3408538.5;3408364.5;-3408364.5
3155.0;424.0;6766.0;-331.0;46.5;-377.5;377.5;3155000.0;3152269.0;6766.0;-331.0;1575969.0;-1576300.0;1576300.0;3155.0;424.0;6766000.0;6758903.0;3379663.5;3379239.5;-3379239.5
1927.0;-804.0;7234.0;137.0;-333.5;470.5;-470.5;1927000.0;1924269.0;7234.0;137.0;962203.0;-962066.0;962066.0;1927.0;-804.0;7234000.0;7226903.0;3613049.5;3613853.5;-3613853.5
1395.0;-1336.0;7816.0;719.0;-308.5;1027.5;-1027.5;1395000.0;1392269.0;7816.0;719.0;696494.0;-695775.0;695775.0;1395.0;-1336.0;7816000.0;7808903.0;3903783.5;3905119.5;-3905119.5
1332.0;-1399.0;7908.0;811.0;-294.0;1105.0;-1105.0;1332000.0;1329269.0;7908.0;811.0;665040.0;-664229.0;664229.0;1332.0;-1399.0;7908000.0;7900903.0;3949752.0;3951151.0;-3951151.0
5415.0;2684.0;6465.0;-632.0;1026.0;-1658.0;1658.0;5415000.0;5412269.0;6465.0;-632.0;2705818.5;-2706450.5;2706450.5;5415.0;2684.0;6465000.0;6457903.0;3230293.5;3227609.5;-3227609.5
1276.0;-1455.0;8065.0;968.0;-243.5;1211.5;-1211.5;1276000.0;1273269.0;8065.0;968.0;637118.5;-636150.5;636150.5;1276.0;-1455.0;8065000.0;8057903.0;4028224.0;4029679.0;-4029679.0
1965.0;-766.0;7213.0;116.0;-325.0;441.0;-441.0;1965000.0;1962269.0;7213.0;116.0;981192.5;-981076.5;981076.5;1965.0;-766.0;7213000.0;7205903.0;3602568.5;3603334.5;-3603334.5
2774.0;43.0;6843.0;-254.0;-105.5;-148.5;148.5;2774000.0;2771269.0;6843.0;-254.0;1385507.5;-1385761.5;1385761.5;2774.0;43.0;6843000.0;6835903.0;3417973.0;3417930.0;-3417930.0
1678.0;-1053.0;7431.0;334.0;-359.5;693.5;-693.5;1678000.0;1675269.0;7431.0;334.0;837801.5;-837467.5;837467.5;1678.0;-1053.0;7431000.0;7423903.0;3711425.0;3712478.0;-3712478.0
5455.0;2724.0;6461.0;-636.0;1044.0;-1680.0;1680.0;5455000.0;5452269.0;6461.0;-636.0;2725816.5;-2726452.5;2726452.5;5455.0;2724.0;6461000.0;6453903.0;3228313.5;3225589.5;-3225589.5
1896.0;-835.0;7254.0;157.0;-339.0;496.0;-496.0;1896000.0;1893269.0;7254.0;157.0;946713.0;-946556.0;946556.0;1896.0;-835.0;7254000.0;7246903.0;3623034.0;3623869.0;-3623869.0
2633.0;-98.0;6890.0;-207.0;-152.5;-54.5;54.5;2633000.0;2630269.0;6890.0;-207.0;1315031.0;-1315238.0;1315238.0;2633.0;-98.0;6890000.0;6882903.0;3441402.5;3441500.5;-3441500.5
1319.0;-1412.0;7962.0;865.0;-273.5;1138.5;-1138.5;1319000.0;1316269.0;7962.0;865.0;658567.0;-657702.0;657702.0;1319.0;-1412.0;7962000.0;7954903.0;3976745.5;3978157.5;-3978157.5
5040.0;2309.0;6498.0;-599.0;855.0;-1454.0;1454.0;5040000.0;5037269.0;6498.0;-599.0;2518335.0;-2518934.0;2518934.0;5040.0;2309.0;6498000.0;6490903.0;3246606.0;3244297.0;-3244297.0
1330.0;-1401.0;7927.0;830.0;-285.5;1115.5;-1115.5;1330000.0;1327269.0;7927.0;830.0;664049.5;-663219.5;663219.5;1330.0;-1401.0;7927000.0;7919903.0;3959251.0;3960652.0;-3960652.0
1224.0;-1507.0;8198.0;1101.0;-203.0;1304.0;-1304.0;1224000.0;1221269.0;8198.0;1101.0;611185.0;-610084.0;610084.0;1224.0;-1507.0;8198000.0;8190903.0;4094698.0;4096205.0;-4096205.0
4379.0;1648.0;6571.0;-526.0;561.0;-1087.0;1087.0;4379000.0;4376269.0;6571.0;-526.0;2187871.5;-2188397.5;2188397.5;4379.0;1648.0;6571000.0;6563903.0;3282775.5;3281127.5;-3281127.5
3476.0;745.0;6697.0;-400.0;172.5;-572.5;572.5;3476000.0;3473269.0;6697.0;-400.0;1736434.5;-1736834.5;1736834.5;3476.0;745.0;6697000.0;6689903.0;3345324.0;3344579.0;-3344579.0
4476.0;1745.0;6557.0;-540.0;602.5;-1142.5;1142.5;4476000.0;4473269.0;6557.0;-540.0;2236364.5;-2236904.5;2236904.5;4476.0;1745.0;6557000.0;6549903.0;3275824.0;3274079.0;-3274079.0
3409.0;678.0;6711.0;-386.0;146.0;-532.0;532.0;3409000.0;3406269.0;6711.0;-386.0;1702941.5;-1703327.5;1703327.5;3409.0;678.0;6711000.0;6703903.0;3352290.5;3351612.5;-3351612.5
1661.0;-1070.0;7450.0;353.0;-358.5;711.5;-711.5;1661000.0;1658269.0;7450.0;353.0;829311.0;-828958.0;828958.0;1661.0;-1070.0;7450000.0;7442903.0;3720916.5;3721986.5;-3721986.5
1956.0;-775.0;7220.0;123.0;-326.0;449.0;-449.0;1956000.0;1953269.0;7220.0;123.0;976696.0;-976573.0;976573.0;1956.0;-775.0;7220000.0;7212903.0;3606064.0;3606839.0;-3606839.0
3589.0;858.0;6685.0;-412.0;223.0;-635.0;635.0;3589000.0;3586269.0;6685.0;-412.0;1792928.5;-1793340.5;1793340.5;3589.0;858.0;6685000.0;6677903.0;3339380.5;3338522.5;-3338522.5
1325.0;-1406.0;7949.0;852.0;-277.0;1129.0;-1129.0;1325000.0;1322269.0;7949.0;852.0;661560.5;-660708.5;660708.5;1325.0;-1406.0;7949000.0;7941903.0;3970248.5;3971654.5;-3971654.5
5645.0;2914.0;6457.0;-640.0;1137.0;-1777.0;1777.0;5645000.0;5642269.0;6457.0;-640.0;2820814.5;-2821454.5;2821454.5;5645.0;2914.0;6457000.0;6449903.0;3226408.5;3223494.5;-3223494.5
3602.0;871.0;6682.0;-415.0;228.0;-643.0;643.0;3602000.0;3599269.0;6682.0;-415.0;1799427.0;-1799842.0;1799842.0;3602.0;871.0;6682000.0;6674903.0;3337887.0;3337016.0;-3337016.0
3227.0;496.0;6751.0;-346.0;75.0;-421.0;421.0;3227000.0;3224269.0;6751.0;-346.0;1611961.5;-1612307.5;1612307.5;3227.0;496.0;6751000.0;6743903.0;3372199.5;3371703.5;-3371703.5
2493.0;-238.0;6950.0;-147.0;-192.5;45.5;-45.5;2493000.0;2490269.0;6950.0;-147.0;1245061.0;-1245208.0;1245208.0;2493.0;-238.0;6950000.0;6942903.0;3471332.5;3471570.5;-3471570.5
1643.0;-1088.0;7469.0;372.0;-358.0;730.0;-730.0;1643000.0;1640269.0;7469.0;372.0;820320.5;-819948.5;819948.5;1643.0;-1088.0;7469000.0;7461903.0;3730407.5;3731495.5;-3731495.5
1377.0;-1354.0;7832.0;735.0;-309.5;1044.5;-1044.5;1377000.0;1374269.0;7832.0;735.0;687502.0;-686767.0;686767.0;1377.0;-1354.0;7832000.0;7824903.0;3911774.5;3913128.5;-3913128.5
1649.0;-1082.0;7456.0;359.0;-361.5;720.5;-720.5;1649000.0;1646269.0;7456.0;359.0;823314.0;-822955.0;822955.0;1649.0;-1082.0;7456000.0;7448903.0;3723910.5;3724992.5;-3724992.5
4206.0;1475.0;6601.0;-496.0;489.5;-985.5;985.5;4206000.0;4203269.0;6601.0;-496.0;2101386.5;-2101882.5;2101882.5;4206.0;1475.0;6601000.0;6593903.0;3297689.0;3296214.0;-3296214.0
2123.0;-608.0;7123.0;26.0;-291.0;317.0;-317.0;2123000.0;2120269.0;7123.0;26.0;1060147.5;-1060121.5;1060121.5;2123.0;-608.0;7123000.0;7115903.0;3557647.5;3558255.5;-3558255.5
2077.0;-654.0;7157.0;60.0;-297.0;357.0;-357.0;2077000.0;2074269.0;7157.0;60.0;1037164.5;-1037104.5;1037104.5;2077.0;-654.0;7157000.0;7149903.0;3574624.5;3575278.5;-3575278.5
2202.0;-529.0;7072.0;-25.0;-277.0;252.0;-252.0;2202000.0;2199269.0;7072.0;-25.0;1099622.0;-1099647.0;1099647.0;2202.0;-529.0;7072000.0;7064903.0;3532187.0;3532716.0;-3532716.0
2806.0;75.0;6840.0;-257.0;-91.0;-166.0;166.0;2806000.0;2803269.0;6840.0;-257.0;1401506.0;-1401763.0;1401763.0;2806.0;75.0;6840000.0;6832903.0;3416489.0;3416414.0;-3416414.0
1465.0;-1266.0;7719.0;622.0;-322.0;944.0;-944.0;1465000.0;1462269.0;7719.0;622.0;731445.5;-730823.5;730823.5;1465.0;-1266.0;7719000.0;7711903.0;3855318.5;3856584.5;-3856584.5
1520.0;-1211.0;7639.0;542.0;-334.5;876.5;-876.5;1520000.0;1517269.0;7639.0;542.0;758905.5;-758363.5;758363.5;1520.0;-1211.0;7639000.0;7631903.0;3815346.0;3816557.0;-3816557.0
1872.0;-859.0;7272.0;175.0;-342.0;517.0;-517.0;1872000.0;1869269.0;7272.0;175.0;934722.0;-934547.0;934547.0;1872.0;-859.0;7272000.0;7264903.0;3632022.0;3632881.0;-3632881.0
1220.0;-1511.0;8204.0;1107.0;-202.0;1309.0;-1309.0;1220000.0;1217269.0;8204.0;1107.0;609188.0;-608081.0;608081.0;1220.0;-1511.0;8204000.0;8196903.0;4097696.0;4099207.0;-4099207.0
3021.0;290.0;6800.0;-297.0;-3.5;-293.5;293.5;3021000.0;3018269.0;6800.0;-297.0;1508986.0;-1509283.0;1509283.0;3021.0;290.0;6800000.0;6792903.0;3396596.5;3396306.5;-3396306.5
2256.0;-475.0;7048.0;-49.0;-262.0;213.0;-213.0;2256000.0;2253269.0;7048.0;-49.0;1126610.0;-1126659.0;1126659.0;2256.0;-475.0;7048000.0;7040903.0;3520214.0;3520689.0;-3520689.0
2883.0;152.0;6830.0;-267.0;-57.5;-209.5;209.5;2883000.0;2880269.0;6830.0;-267.0;1440001.0;-1440268.0;1440268.0;2883.0;152.0;6830000.0;6822903.0;3411527.5;3411375.5;-3411375.5
4709.0;1978.0;6535.0;-562.0;708.0;-1270.0;1270.0;4709000.0;4706269.0;6535.0;-562.0;2352853.5;-2353415.5;2353415.5;4709.0;1978.0;6535000.0;6527903.0;3264940.5;3262962.5;-3262962.5
5140.0;2409.0;6489.0;-608.0;900.5;-1508.5;1508.5;5140000.0;5137269.0;6489.0;-608.0;2568330.5;-2568938.5;2568938.5;5140.0;2409.0;6489000.0;6481903.0;3242156.0;3239747.0;-3239747.0
4156.0;1425.0;6606.0;-491.0;467.0;-958.0;958.0;4156000.0;4153269.0;6606.0;-491.0;2076389.0;-2076880.0;2076880.0;4156.0;1425.0;6606000.0;6598903.0;3300164.0;3298739.0;-3298739.0
4208.0;1477.0;6600.0;-497.0;490.0;-987.0;987.0;4208000.0;4205269.0;6600.0;-497.0;2102386.0;-2102883.0;2102883.0;4208.0;1477.0;6600000.0;6592903.0;3297190.0;3295713.0;-3295713.0
4778.0;2047.0;6529.0;-568.0;739.5;-1307.5;1307.5;4778000.0;4775269.0;6529.0;-568.0;2387350.5;-2387918.5;2387918.5;4778.0;2047.0;6529000.0;6521903.0;3261975.0;3259928.0;-3259928.0
1568.0;-1163.0;7563.0;466.0;-348.5;814.5;-814.5;1568000.0;1565269.0;7563.0;466.0;782867.5;-782401.5;782401.5;1568.0;-1163.0;7563000.0;7555903.0;3777370.0;3778533.0;-3778533.0
1552.0;-1179.0;7582.0;485.0;-347.0;832.0;-832.0;1552000.0;1549269.0;7582.0;485.0;774877.0;-774392.0;774392.0;1552.0;-1179.0;7582000.0;7574903.0;3786862.0;3788041.0;-3788041.0
4311.0;1580.0;6582.0;-515.0;532.5;-1047.5;1047.5;4311000.0;4308269.0;6582.0;-515.0;2153877.0;-2154392.0;2154392.0;4311.0;1580.0;6582000.0;6574903.0;3288241.5;3286661.5;-3286661.5
2689.0;-42.0;6865.0;-232.0;-137.0;-95.0;95.0;2689000.0;2686269.0;6865.0;-232.0;1343018.5;-1343250.5;1343250.5;2689.0;-42.0;6865000.0;6857903.0;3428930.5;3428972.5;-3428972.5
1566.0;-1165.0;7565.0;468.0;-348.5;816.5;-816.5;1566000.0;1563269.0;7565.0;468.0;781868.5;-781400.5;781400.5;1566.0;-1165.0;7565000.0;7557903.0;3778369.0;3779534.0;-3779534.0
1590.0;-1141.0;7540.0;443.0;-349.0;792.0;-792.0;1590000.0;1587269.0;7540.0;443.0;793856.0;-793413.0;793413.0;1590.0;-1141.0;7540000.0;7532903.0;3765881.0;3767022.0;-3767022.0
4443.0;1712.0;6565.0;-532.0;590.0;-1122.0;1122.0;4443000.0;4440269.0;6565.0;-532.0;2219868.5;-2220400.5;2220400.5;4443.0;1712.0;6565000.0;6557903.0;3279807.5;3278095.5;-3278095.5
3345.0;614.0;6726.0;-371.0;121.5;-492.5;492.5;3345000.0;3342269.0;6726.0;-371.0;1670949.0;-1671320.0;1671320.0;3345.0;614.0;6726000.0;6718903.0;3359758.5;3359144.5;-3359144.5
3528.0;797.0;6692.0;-405.0;196.0;-601.0;601.0;3528000.0;3525269.0;6692.0;-405.0;1762432.0;-1762837.0;1762837.0;3528.0;797.0;6692000.0;6684903.0;3342850.0;3342053.0;-3342053.0
2455.0;-276.0;6971.0;-126.0;-201.0;75.0;-75.0;2455000.0;2452269.0;6971.0;-126.0;1226071.5;-1226197.5;1226197.5;2455.0;-276.0;6971000.0;6963903.0;3481813.5;3482089.5;-3482089.5
4297.0;1566.0;6584.0;-513.0;526.5;-1039.5;1039.5;4297000.0;4294269.0;6584.0;-513.0;2146878.0;-2147391.0;2147391.0;4297.0;1566.0;6584000.0;6576903.0;3289234.5;3287668.5;-3287668.5
3374.0;643.0;6720.0;-377.0;133.0;-510.0;510.0;3374000.0;3371269.0;6720.0;-377.0;1685446.0;-1685823.0;1685823.0;3374.0;643.0;6720000.0;6712903.0;3356773.0;3356130.0;-3356130.0
1556.0;-1175.0;7576.0;479.0;-348.0;827.0;-827.0;1556000.0;1553269.0;7576.0;479.0;776874.0;-776395.0;776395.0;1556.0;-1175.0;7576000.0;7568903.0;3783864.0;3785039.0;-3785039.0
2994.0;263.0;6805.0;-292.0;-14.5;-277.5;277.5;2994000.0;2991269.0;6805.0;-292.0;1495488.5;-1495780.5;1495780.5;2994.0;263.0;6805000.0;6797903.0;3399083.0;3398820.0;-3398820.0
4453.0;1722.0;6560.0;-537.0;592.5;-1129.5;1129.5;4453000.0;4450269.0;6560.0;-537.0;2224866.0;-2225403.0;2225403.0;4453.0;1722.0;6560000.0;6552903.0;3277312.5;3275590.5;-3275590.5
2465.0;-266.0;6965.0;-132.0;-199.0;67.0;-67.0;2465000.0;2462269.0;6965.0;-132.0;1231068.5;-1231200.5;1231200.5;2465.0;-266.0;6965000.0;6957903.0;3478818.5;3479084.5;-3479084.5
1211.0;-1520.0;8254.0;1157.0;-181.5;1338.5;-1338.5;1211000.0;1208269.0;8254.0;1157.0;604713.0;-603556.0;603556.0;1211.0;-1520.0;8254000.0;8246903.0;4122691.5;4124211.5;-4124211.5
5162.0;2431.0;6484.0;-613.0;909.0;-1522.0;1522.0;5162000.0;5159269.0;6484.0;-613.0;2579328.0;-2579941.0;2579941.0;5162.0;2431.0;6484000.0;6476903.0;3239667.0;3237236.0;-3237236.0
2039.0;-692.0;7168.0;71.0;-310.5;381.5;-381.5;2039000.0;2036269.0;7168.0;71.0;1018170.0;-1018099.0;1018099.0;2039.0;-692.0;7168000.0;7160903.0;3580105.5;3580797.5;-3580797.5
4564.0;1833.0;6549.0;-548.0;642.5;-1190.5;1190.5;4564000.0;4561269.0;6549.0;-548.0;2280360.5;-2280908.5;2280908.5;4564.0;1833.0;6549000.0;6541903.0;3271868.0;3270035.0;-3270035.0
1321.0;-1410.0;7960.0;863.0;-273.5;1136.5;-1136.5;1321000.0;1318269.0;7960.0;863.0;659566.0;-658703.0;658703.0;1321.0;-1410.0;7960000.0;7952903.0;3975746.5;3977156.5;-3977156.5
2554.0;-177.0;6919.0;-178.0;-177.5;-0.5;0.5;2554000.0;2551269.0;6919.0;-178.0;1275545.5;-1275723.5;1275723.5;2554.0;-177.0;6919000.0;6911903.0;3455863.0;3456040.0;-3456040.0
1589.0;-1142.0;7543.0;446.0;-348.0;794.0;-794.0;1589000.0;1586269.0;7543.0;446.0;793357.5;-792911.5;792911.5;1589.0;-1142.0;7543000.0;7535903.0;3767380.5;3768522.5;-3768522.5
1311.0;-1420.0;7983.0;886.0;-267.0;1153.0;-1153.0;1311000.0;1308269.0;7983.0;886.0;654577.5;-653691.5;653691.5;1311.0;-1420.0;7983000.0;7975903.0;3987241.5;3988661.5;-3988661.5
5226.0;2495.0;6482.0;-615.0;940.0;-1555.0;1555.0;5226000.0;5223269.0;6482.0;-615.0;2611327.0;-2611942.0;2611942.0;5226.0;2495.0;6482000.0;6474903.0;3238699.0;3236204.0;-3236204.0
2400.0;-331.0;6990.0;-107.0;-219.0;112.0;-112.0;2400000.0;2397269.0;6990.0;-107.0;1198581.0;-1198688.0;1198688.0;2400.0;-331.0;6990000.0;6982903.0;3491286.0;3491617.0;-3491617.0
3177.0;446.0;6759.0;-338.0;54.0;-392.0;392.0;3177000.0;3174269.0;6759.0;-338.0;1586965.5;-1587303.5;1587303.5;3177.0;446.0;6759000.0;6751903.0;3376174.5;3375728.5;-3375728.5
4514.0;1783.0;6555.0;-542.0;620.5;-1162.5;1162.5;4514000.0;4511269.0;6555.0;-542.0;2255363.5;-2255905.5;2255905.5;4514.0;1783.0;6555000.0;6547903.0;3274843.0;3273060.0;-3273060.0
2688.0;-43.0;6872.0;-225.0;-134.0;-91.0;91.0;2688000.0;2685269.0;6872.0;-225.0;1342522.0;-1342747.0;1342747.0;2688.0;-43.0;6872000.0;6864903.0;3432430.0;3432473.0;-3432473.0
2010.0;-721.0;7188.0;91.0;-315.0;406.0;-406.0;2010000.0;2007269.0;7188.0;91.0;1003680.0;-1003589.0;1003589.0;2010.0;-721.0;7188000.0;7180903.0;3590091.0;3590812.0;-3590812.0
1349.0;-1382.0;7872.0;775.0;-303.5;1078.5;-1078.5;1349000.0;1346269.0;7872.0;775.0;673522.0;-672747.0;672747.0;1349.0;-1382.0;7872000.0;7864903.0;3931760.5;3933142.5;-3933142.5
2274.0;-457.0;7031.0;-66.0;-261.5;195.5;-195.5;2274000.0;2271269.0;7031.0;-66.0;1135601.5;-1135667.5;1135667.5;2274.0;-457.0;7031000.0;7023903.0;3511723.0;3512180.0;-3512180.0
3058.0;327.0;6788.0;-309.0;9.0;-318.0;318.0;3058000.0;3055269.0;6788.0;-309.0;1527480.0;-1527789.0;1527789.0;3058.0;327.0;6788000.0;6780903.0;3390615.0;3390288.0;-3390288.0
1959.0;-772.0;7219.0;122.0;-325.0;447.0;-447.0;1959000.0;1956269.0;7219.0;122.0;978195.5;-978073.5;978073.5;1959.0;-772.0;7219000.0;7211903.0;3605565.5;3606337.5;-3606337.5
5066.0;2335.0;6497.0;-600.0;867.5;-1467.5;1467.5;5066000.0;5063269.0;6497.0;-600.0;2531334.5;-2531934.5;2531934.5;5066.0;2335.0;6497000.0;6489903.0;3246119.0;3243784.0;-3243784.0
3670.0;939.0;6670.0;-427.0;256.0;-683.0;683.0;3670000.0;3667269.0;6670.0;-427.0;1833421.0;-1833848.0;1833848.0;3670.0;939.0;6670000.0;6662903.0;3331921.0;3330982.0;-3330982.0
3616.0;885.0;6677.0;-420.0;232.5;-652.5;652.5;3616000.0;3613269.0;6677.0;-420.0;1806424.5;-1806844.5;1806844.5;3616.0;885.0;6677000.0;6669903.0;3335394.0;3334509.0;-3334509.0
4222.0;1491.0;6598.0;-499.0;496.0;-995.0;995.0;4222000.0;4219269.0;6598.0;-499.0;2109385.0;-2109884.0;2109884.0;4222.0;1491.0;6598000.0;6590903.0;3296197.0;3294706.0;-3294706.0
2438.0;-293.0;6976.0;-121.0;-207.0;86.0;-86.0;2438000.0;2435269.0;6976.0;-121.0;1217574.0;-1217695.0;1217695.0;2438.0;-293.0;6976000.0;6968903.0;3484305.0;3484598.0;-3484598.0
2081.0;-650.0;7154.0;57.0;-296.5;353.5;-353.5;2081000.0;2078269.0;7154.0;57.0;1039163.0;-1039106.0;1039106.0;2081.0;-650.0;7154000.0;7146903.0;3573126.5;3573776.5;-3573776.5
2112.0;-619.0;7129.0;32.0;-293.5;325.5;-325.5;2112000.0;2109269.0;7129.0;32.0;1054650.5;-1054618.5;1054618.5;2112.0;-619.0;7129000.0;7121903.0;3560642.0;3561261.0;-3561261.0
1710.0;-1021.0;7399.0;302.0;-359.5;661.5;-661.5;1710000.0;1707269.0;7399.0;302.0;853785.5;-853483.5;853483.5;1710.0;-1021.0;7399000.0;7391903.0;3695441.0;3696462.0;-3696462.0
2766.0;35.0;6848.0;-249.0;-107.0;-142.0;142.0;2766000.0;2763269.0;6848.0;-249.0;1381510.0;-1381759.0;1381759.0;2766.0;35.0;6848000.0;6840903.0;3420469.0;3420434.0;-3420434.0
